SpMax_L,J_Dz(e),nHM,F01,F04,NssssC,nCb,C,nCp,nO,F03,SdssC,HyWi_B,LOC,SM6_L,F03_CO,Me,Mi,nN_N,nArNO2,nCRX3,SpPosA_B,nCIR,B01,B03,N_073,SpMax_A,Psi_i_1d,B04,SdO,TI2_L,nCrt,C_026,F02_CN,nHDon,SpMax_B,Psi_i_A,nN,SM6_B,nArCOOR,nX,Biodegradable
4.963,2.7904843864815105,0.0,0.0,0.0,0.0,2.0,51.22301955395477,0.0,2.0,0.0,-0.938435345629592,,0.985,10.277,2.0,1.0143944937110405,1.1034136766726697,0.0,0.0,0.0,1.2866822381354752,3.0,0.0,0.0,0.0,2.359,0.001,0.0,10.614104263291313,1.762,0.0,0.0,0.0,0.0,,2.6277614559772844,0.0,8.690788987422081,0.0,0.0,RB
4.492310890442119,3.18697305447502,0.0,0.0,0.0,0.0,2.0,43.94233895196164,0.0,4.0,0.0,-1.1063182765320485,,1.0310762538258575,9.590704679379927,8.0,1.0848127299368402,1.1168475204593304,0.0,0.0,0.0,1.1863900818373212,1.0,0.0,0.0,0.0,2.2156114010028736,-0.0754056235483226,0.0,20.220587018472795,1.3505100232268383,0.0,0.0,0.0,2.0,,3.426804574315768,0.0,8.11263435691485,0.0,0.0,RB
5.0748470753689325,2.9000986562360063,0.0,0.0,0.0,0.0,2.0,36.4,2.0,4.0,0.0,-0.888,4.158745125614888,2.698280483310608,10.785742069922366,12.0,0.986,1.132,0.0,0.0,0.0,1.2101019497540448,1.0,0.0,0.0,0.0,2.3566941507378654,0.0,0.0,25.117774953618216,5.886111359805585,0.0,0.0,0.0,0.0,,2.1888275778284836,0.0,8.939113929550171,2.0,,RB
3.9163509665399663,2.6792123568665556,0.0,0.0,0.0,0.0,0.0,25.0,,2.0,0.0,0.0,2.6012071797343146,1.5368086684978512,8.387570176537926,2.0,1.005,1.156,0.0,0.0,0.0,1.0823864809728192,0.0,0.0,0.0,0.0,1.840247088493769,-0.23167729619456381,0.0,0.0,2.321242694167168,0.0,0.0,0.0,2.0,2.969669468138161,2.8936730939873225,0.0,6.830295017428986,0.0,,RB
4.5619583765513925,3.055793874661705,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,3.073388494462135,0.8912436514180971,9.413645009955076,0.0,0.9889610828951916,1.103454483946732,0.0,0.0,0.0,1.3415712352611573,3.0,0.0,0.0,0.0,2.1748554997198366,0.03914314710826418,0.0,0.0,1.370667003469342,0.0,0.0,0.0,1.0,3.6842057536631123,2.4087969526806865,1.0,8.148647039712925,0.0,0.0,RB
4.796549563318388,4.125658811407517,0.0,0.0,0.0,0.0,0.0,25.999084931088827,0.0,4.0,0.0,-3.130313663345018,3.1837656309700826,1.4092003061886904,9.785567864696612,4.0,,1.1542369089451374,0.0,0.0,0.0,1.0536309105486263,0.0,0.0,0.0,0.0,2.156993389226108,0.01877885251786631,0.0,19.466423993586044,2.347188615584359,0.0,0.0,2.0,6.0,3.520922723628434,4.30655617409228,2.0,8.080300963768918,0.0,0.0,RB
4.615953561969458,3.965735324782767,0.0,0.0,0.0,0.0,0.0,31.243817759025507,3.0,3.0,0.0,0.11944770235395706,3.3723587763340093,2.1526525040035316,9.851053329433487,6.0,,1.145224728963898,0.0,0.0,0.0,1.1823145327707651,0.0,0.0,0.0,0.0,,0.005123644819489856,0.0,,3.954203046075736,0.0,0.0,0.0,1.0,,2.388068120918705,0.0,8.10099868331962,0.0,0.0,RB
4.256427643640523,2.9699573374493102,0.0,0.0,0.0,0.0,0.0,29.6,,1.0,0.0,0.0,2.9433441082285388,2.020474723858754,9.04961820961239,1.0,0.973,1.146,0.0,0.0,0.0,1.1603319864714328,0.0,0.0,0.0,0.0,1.9955218939994215,0.038331986471432704,0.0,0.0,2.961541348561617,0.0,0.0,0.0,1.0,,2.08071650055699,0.0,7.160481488142403,0.0,0.0,RB
4.655259204670233,3.192512874899848,0.0,0.0,0.0,0.0,2.0,40.9379590696639,0.0,2.0,0.0,0.0,3.136561232565474,1.2031591907040597,9.656767358149716,4.0,1.0094714279063726,1.1226551023258404,0.0,0.0,0.0,1.2150918372097337,1.0,0.0,0.0,0.0,2.205573474423178,-0.01726530232212989,0.0,0.0,1.5204163162697508,0.0,2.0,0.0,1.0,,2.470616297648187,0.0,8.070228576749019,0.0,,RB
4.236,3.139523615032307,0.0,0.0,0.0,0.0,0.0,34.03183302160515,1.0,2.0,0.0,-0.6679406393471047,3.773007175650525,3.284,9.867,2.0,0.9761258969563156,1.1368741030436842,0.0,0.0,0.0,1.2063183302160516,,0.0,0.0,0.0,1.993,0.0,0.0,10.321185257609212,8.066,0.0,0.0,0.0,0.0,,2.111147423907891,0.0,8.302035878252624,0.0,,RB
4.54341842490533,2.595324543553329,0.0,0.0,0.0,0.0,0.0,31.4116763755308,3.0,1.0,0.0,0.26705894279812153,2.864714476850677,0.8548334842878552,9.416381445426389,2.0,0.995766472489384,1.1476277454148973,0.0,0.0,0.0,1.1851606903936653,,0.0,0.0,0.0,,-0.031190722713193682,0.0,10.526802330127392,0.9548532039251637,0.0,0.0,0.0,0.0,3.4347236676919617,2.407701704372783,0.0,7.598686688213019,0.0,0.0,RB
4.583623479166546,2.9511661012407426,0.0,0.0,0.0,0.0,0.0,34.90576261777633,1.0,1.0,0.0,1.5276237567263535,3.205386281982754,1.8726067479846997,9.76974542399481,1.0,0.9804101682370178,1.135,0.0,0.0,0.0,1.2264813644001298,0.0,0.0,0.0,0.0,,0.026840691452058477,0.0,10.450291477125187,3.4348438526485556,0.0,0.0,0.0,0.0,3.3772033647403563,2.3393288408448627,0.0,7.978593085479415,0.0,0.0,RB
3.74137695706707,2.7802520095245375,0.0,0.0,0.0,0.0,0.0,31.865616425221603,2.0,0.0,0.0,0.0,2.728031830058539,1.8015672917879288,8.239942473371471,0.0,0.982656164252216,1.140437550439873,0.0,0.0,0.0,1.1880618846335502,0.0,0.0,0.0,0.0,1.8120636601170776,0.01900355096705475,0.0,0.0,2.7009434418170315,0.0,0.0,1.0,0.0,3.176341414633883,2.4032485069797613,1.0,7.221496691144335,0.0,,RB
5.058129246307635,3.54471889742124,0.0,0.0,0.0,0.0,0.0,38.35993823552531,0.0,2.0,0.0,-0.4194753275789739,3.4283975294210127,1.2144603455495102,10.217593205907784,10.0,1.0429716801594855,1.13105046323356,0.0,0.0,0.0,1.1854794007188214,1.0,0.0,0.0,0.0,2.34907569485034,0.004324922794406641,0.0,10.412236349222225,1.367145739080117,0.0,0.0,0.0,0.0,,3.2079789082607646,0.0,8.472192588263038,0.0,0.0,RB
4.227058615689068,3.4396108467530766,0.0,0.0,0.0,0.0,0.0,27.64364778129126,2.0,2.0,0.0,-0.4108473122107216,2.942690566561262,1.7662211164743853,8.930947664021124,1.0,,1.14874918225033,0.0,0.0,0.0,1.1361987440579615,0.0,0.0,0.0,0.0,,-0.14203598098547693,0.0,9.899032185412462,2.702868897765644,0.0,0.0,0.0,0.0,3.4947202678365468,2.9777821545242946,0.0,7.785739893828626,0.0,,RB
3.7039027707577934,2.489321220630892,0.0,0.0,0.0,0.0,0.0,33.3,2.0,0.0,0.0,0.0,2.551230129645575,1.5593977432997925,8.099890353834295,0.0,0.9624202151392919,1.1385373787013535,0.0,0.0,0.0,1.2491495148054148,0.0,0.0,0.0,0.0,1.7871069331339124,-0.1542400090494287,0.0,0.0,2.4436662571383216,0.0,0.0,0.0,0.0,2.9990606805203055,1.9777621774459198,0.0,6.883991956067199,0.0,0.0,RB
4.489531866379797,3.1059850542423564,0.0,0.0,0.0,0.0,0.0,30.584194667486294,3.0,2.0,0.0,-0.5819103132083402,,1.0489110094990024,9.449828273368167,2.0,1.0352424100522513,1.1445395133312841,0.0,0.0,0.0,1.1246648899784848,0.0,0.0,0.0,0.0,2.172563846767071,-0.08284194667486294,0.0,10.050272769843247,1.24397103279033,0.0,0.0,0.0,0.0,3.4863731167639975,2.914433140055325,0.0,7.681168713454229,0.0,0.0,RB
4.6868488877049925,2.9195615409257543,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,3.12778080384696,1.1860202590465645,9.753957489656154,2.0,0.9767127199889274,1.1204898704767179,0.0,0.0,0.0,1.2699226171729114,1.0,0.0,0.0,0.0,2.2145745600221454,-0.006364662838161197,0.0,0.0,1.640014613436678,0.0,1.0,0.0,1.0,,2.0955380264304506,0.0,8.045250415277113,0.0,0.0,RB
5.311107847666523,3.439078338069601,1.0,0.0,0.0,0.0,2.0,,0.0,3.0,0.0,0.0,3.450111213774549,1.1757679361122981,10.300960992660114,6.0,1.039199326778395,1.1134771302220323,0.0,0.0,0.0,1.2500621081105887,1.0,0.0,0.0,0.0,2.2964934987766856,0.006506501223314372,0.0,20.85898072732279,1.7655132334393635,0.0,0.0,0.0,2.0,4.734369282555508,,0.0,9.485817041776258,0.0,0.0,RB
4.955146070060652,4.189091847834051,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,0.0,3.294622287392886,1.7839301698306564,10.002933431089328,8.0,1.0437396828977632,1.1602603171022368,0.0,0.0,0.0,1.0102190486932892,0.0,0.0,0.0,0.0,,-0.012946024942500946,0.0,0.0,2.574108062910377,0.0,0.0,0.0,6.0,3.382422242274734,3.6955619026134214,0.0,7.8227302375078835,0.0,0.0,RB
4.30396260999202,3.1040242701759384,0.0,,0.0,0.0,0.0,33.10613788284693,2.0,2.0,0.0,-0.1070179387444902,3.8555269081167354,3.4039924374050012,9.975261941539367,2.0,0.9730613788284693,1.1391631727029183,0.0,0.0,0.0,1.2047140696401428,0.0,0.0,0.0,0.0,2.009694618376653,0.0,0.0,10.791866866193569,8.901367850003803,0.0,0.0,0.0,0.0,3.339001512519,,0.0,8.330568835681715,0.0,0.0,RB
4.002834888293273,2.9189164562897334,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.16421513914719688,2.2821183771226,0.8136681301583744,8.322652551963666,1.0,0.9978499176785914,1.1459666483730202,0.0,0.0,0.0,1.19501667581349,0.0,0.0,0.0,0.0,1.7339343943648213,-0.5800078948632442,0.0,9.44501722462288,1.0090382909114928,0.0,0.0,0.0,0.0,3.259649259107323,3.161997255953048,0.0,7.096316291646917,0.0,0.0,RB
4.1562083451451555,3.0044018810477313,0.0,0.0,2.0,0.0,1.0,50.0,0.0,0.0,2.0,0.0,2.8084271679500006,0.0,8.853222274266301,0.0,0.9737268289676211,1.1049738674884362,0.0,0.0,0.0,1.3243752604005508,1.0,0.0,0.0,0.0,,0.10721150077059458,0.0,0.0,0.7221208998454849,0.0,0.0,1.0,0.0,3.5330257750378857,,1.0,7.725702422186785,0.0,0.0,RB
3.840222647969969,2.83735949264449,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.672623181331029,1.6327620092617026,8.392934561042193,0.0,,1.1565685953483535,0.0,0.0,0.0,1.0836336123974586,0.0,0.0,0.0,0.0,,-0.18374156903754596,0.0,0.0,2.6216199068630965,0.0,0.0,0.0,1.0,2.994736657335647,2.6704115720901216,0.0,6.921025959588687,0.0,0.0,RB
4.311707963122746,3.2069804009610468,0.0,0.0,0.0,0.0,0.0,31.49085545311874,0.0,4.0,0.0,-1.228616103177889,3.415108303060066,2.4306620331503175,9.674011800313878,4.0,1.0077273493526875,1.142454698705375,0.0,0.0,0.0,1.147997471361312,0.0,0.0,0.0,0.0,2.020176147901124,0.002362410356999755,0.0,20.501485456845675,4.955055215575092,0.0,0.0,0.0,2.0,3.370808680266748,2.9113750535504397,0.0,8.126466499019253,0.0,0.0,RB
4.499363245979559,3.1703837941947848,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.03248098353310279,2.9865400730442624,1.1987049939129781,9.325233602230028,4.0,1.0256518574998121,1.1129262484782447,0.0,0.0,0.0,1.2933156211956114,,0.0,0.0,0.0,2.1632743909784327,-0.06889372717366804,0.0,10.007809393862251,1.539755374511535,0.0,0.0,0.0,0.0,,2.773624847824453,0.0,8.036896924457054,0.0,0.0,RB
4.43846895034908,3.551712827126344,0.0,,0.0,0.0,0.0,32.5,2.0,4.0,0.0,-0.10004724581152587,4.156952754188474,3.6448742853111304,10.446353758958747,8.0,0.9803721202152417,1.14,0.0,0.0,0.0,1.1852557595695166,0.0,0.0,0.0,0.0,,0.0,0.0,23.49682270930783,10.457962583827422,0.0,0.0,0.0,0.0,,,0.0,8.678558764950559,0.0,,RB
4.722091231397355,3.1070470430074764,0.0,0.0,0.0,0.0,2.0,,0.0,3.0,0.0,-0.01878783581368595,3.2760270709181523,1.3711142536936933,9.809390932896301,4.0,1.0118653544834195,1.1226094216407898,0.0,0.0,0.0,1.2410504477515814,1.0,0.0,0.0,0.0,2.226636492558942,0.0034814552194747488,0.0,10.38103673502396,1.9489755595552984,0.0,2.0,0.0,1.0,,2.6651620709718236,0.0,8.255370541073415,0.0,0.0,RB
4.211009174807947,3.061102749739077,0.0,0.0,0.0,0.0,0.0,23.038824030162537,1.0,2.0,0.0,-0.8600625481360689,2.6715033375225747,1.425829029688131,8.744260218628535,0.0,1.0345346115906089,1.1657281068007224,0.0,0.0,0.0,1.075785655411197,0.0,0.0,0.0,0.0,1.898329441809752,-0.20639909062912637,0.0,9.491742706772419,2.0173336170921043,0.0,0.0,0.0,2.0,3.328339866499097,,0.0,7.360513762211919,0.0,0.0,RB
4.264962193990048,3.4562899624952177,0.0,0.0,0.0,0.0,0.0,30.0,2.0,2.0,0.0,-0.5154328565994448,,1.0498331190566237,8.747054764549159,2.0,1.0160130376569063,1.1525501955116022,0.0,0.0,0.0,1.1678383309243099,0.0,0.0,0.0,0.0,1.8938500669455767,0.3340247683530458,0.0,9.5970456371243,1.5581290749334242,0.0,0.0,0.0,0.0,3.385886571319889,3.413753580829291,0.0,7.438614082160495,0.0,,RB
4.24394583462448,2.8000121991652644,0.0,0.0,0.0,0.0,0.0,29.6,2.0,0.0,0.0,0.0,2.946,1.971404544935616,9.121595455064385,1.0,0.973,1.146,0.0,0.0,0.0,1.1676575757081538,0.0,0.0,0.0,0.0,1.9654242429184612,0.038957196963519236,0.0,0.0,3.4127458281007916,0.0,0.0,0.0,1.0,3.0653696971673847,2.093,0.0,7.227630302832615,0.0,0.0,RB
4.90252938763439,2.832560230943908,0.0,0.0,2.0,0.0,3.0,52.80873769845086,0.0,0.0,2.0,0.0,3.363262130953526,0.5598968356181089,10.048464495611926,0.0,0.9909126230154913,1.0975605522137877,0.0,0.0,0.0,1.3208676530914025,3.0,0.0,0.0,0.0,2.3269575929395803,0.0033408283206814837,0.0,0.0,1.306534923577096,0.0,0.0,0.0,0.0,,2.236855419584035,1.0,8.480518145153368,0.0,0.0,RB
4.46546328358694,3.1280696958492813,0.0,0.0,0.0,0.0,2.0,42.9,0.0,2.0,0.0,0.0,2.922592807588849,0.8273839169043694,9.307137785409038,4.0,0.995908995564038,1.1229136506653943,0.0,0.0,0.0,1.2566160830956308,,0.0,0.0,0.0,2.1249930173479656,-0.03388211375148223,0.0,0.0,1.0323746067016566,0.0,1.0,0.0,2.0,3.5879475151299847,2.4741051996995447,0.0,7.864065401378502,0.0,0.0,RB
4.897118830556785,3.7736458068552126,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,-0.6252871022705139,3.9990137002065445,3.185322843220914,10.561730467171225,10.0,,1.1442421324156855,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,,0.0,0.0,22.92271716834263,8.151088850653565,0.0,0.0,0.0,0.0,,2.2361340211973677,0.0,8.614677156779086,0.0,0.0,RB
5.005746168235882,3.2971699472540204,0.0,0.0,0.0,0.0,2.0,,,4.0,0.0,-1.0215342328806443,3.571,1.59,10.2501909871508,10.0,1.03,1.121,0.0,0.0,0.0,1.2023242387071047,1.0,0.0,0.0,0.0,,0.001,0.0,22.3199529945723,2.2851256892266347,0.0,0.0,0.0,1.0,3.7806789291300187,2.833,0.0,8.59235152258579,0.0,0.0,RB
4.908960490552173,3.1219831544485586,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-0.8315016435221332,3.5370563157293606,1.7124260972008456,10.154787557477176,10.0,1.0212280366491606,1.1225255588436243,0.0,0.0,0.0,1.2225950443889273,,0.0,0.0,0.0,2.2892240507622454,-0.000144169132718183,0.0,22.153422974047803,2.574156476214788,0.0,0.0,0.0,0.0,3.7235870726150972,2.7792240507622457,0.0,8.5426565581604,2.0,,RB
4.073346116547216,2.7031114089534998,0.0,,0.0,0.0,0.0,23.1,2.0,2.0,0.0,0.0,2.288668263919499,0.8800316391032621,8.438373920686313,0.0,0.9905522530090016,1.1634113135336277,0.0,0.0,0.0,1.1224602112734365,0.0,0.0,0.0,0.0,1.782047938349865,-0.12808820936701082,0.0,0.0,1.2338446774623002,0.0,0.0,0.0,1.0,,2.5897890665884953,0.0,6.666583892112263,0.0,0.0,RB
4.882,3.258484790060896,0.0,0.0,0.0,0.0,2.0,44.21063337003667,,4.0,0.0,-2.267137309953706,3.4514734165749084,1.258,10.136,8.0,1.0539468331498165,1.1166509477904991,0.0,0.0,0.0,1.1931123439220468,1.0,0.0,0.0,0.0,,0.005,0.0,20.758602866017057,2.011,0.0,0.0,0.0,0.0,3.7633610726528617,,0.0,8.530420249724726,0.0,0.0,RB
4.560575177977129,3.7806981941603452,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,0.07295703121129524,3.333903204083744,2.223219106016186,9.701024248348347,3.0,0.9866719738933849,1.139,0.0,0.0,0.0,1.1967576443812455,0.0,0.0,0.0,0.0,2.101834721111365,-0.010445539954785343,0.0,10.9347060818348,3.637910532006158,0.0,0.0,0.0,0.0,3.480061155049965,2.355635334281316,0.0,8.012644926784835,0.0,0.0,RB
3.960390519153148,2.8268023403540785,0.0,0.0,0.0,0.0,0.0,31.99243198217153,2.0,1.0,0.0,0.0,3.4790888672526457,3.0544158244892334,9.453256385291516,1.0,0.9602310799554288,1.141,0.0,0.0,0.0,1.2082310799554288,0.0,0.0,0.0,0.0,1.9656972792868612,0.0007689200445711683,0.0,0.0,6.56878150996624,0.0,0.0,0.0,0.0,,1.5630716407577099,0.0,7.660710466361222,0.0,0.0,RB
4.795307553593533,3.1574272444251203,0.0,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.8668392028509418,3.238964489927873,1.1854497942469364,9.88101163632581,4.0,1.011,1.116,0.0,0.0,0.0,1.247988163309291,1.0,0.0,0.0,0.0,2.242875714747557,0.014,0.0,10.352206941722507,1.6860532651081899,0.0,0.0,0.0,1.0,3.709763266185823,2.7987157190580896,0.0,8.276496940644874,0.0,0.0,RB
4.923,3.3125510898446247,0.0,0.0,0.0,0.0,2.0,43.80664713155658,,2.0,0.0,-1.1102303618514227,3.2607562718429253,1.185,9.911,4.0,1.039678721974765,1.1169889214474056,0.0,0.0,0.0,1.2074542206563668,1.0,0.0,0.0,0.0,2.267,0.01498892144740569,0.0,10.26377256841509,1.563,0.0,0.0,0.0,1.0,3.740878135921463,3.195568578962276,0.0,8.302745193290331,0.0,0.0,RB
4.4103574807606005,3.469957109737171,0.0,,0.0,0.0,0.0,24.244485669269896,1.0,2.0,0.0,-0.9551077822206966,2.6009900751375135,0.8891285595042424,8.950330210567046,0.0,1.0446353770526309,1.1600473982003399,0.0,0.0,0.0,1.0786818476943982,0.0,0.0,0.0,0.0,1.9276864854872613,-0.3688832204753895,0.0,9.387749373901523,1.3804203691748624,0.0,0.0,0.0,2.0,3.385414803823427,3.9101477599524554,0.0,7.406624524631571,0.0,0.0,RB
5.004277414844121,3.824353795118786,0.0,0.0,0.0,0.0,0.0,23.1,0.0,3.0,0.0,-0.5926435867446029,3.2133398282797487,1.265135286144048,9.977420635049409,4.0,1.0391562046896312,1.1529873739422407,0.0,0.0,0.0,1.1575970414314545,0.0,0.0,0.0,0.0,2.2294509375880307,-0.04974062006332658,0.0,20.59342280183438,1.5624747559972123,0.0,0.0,4.0,0.0,4.16115222954628,3.192211759343772,2.0,8.818396458213643,0.0,,RB
4.723847024218215,3.2469139970866974,0.0,0.0,0.0,0.0,0.0,28.21150956977001,2.0,4.0,0.0,-0.11762813971793927,3.602371860282061,2.842419756179209,9.92472942456725,1.0,0.9972086261129715,1.145868104352162,0.0,0.0,0.0,1.1545443825414903,0.0,0.0,0.0,0.0,2.06196890405299,-0.0008681043521619134,0.0,10.357055165182706,6.189602536825943,0.0,0.0,0.0,0.0,3.9729766584870285,2.4355611824916283,0.0,8.6538399975069,0.0,0.0,RB
3.1023112800062393,2.5545109146260097,0.0,0.0,0.0,0.0,0.0,33.08313070322867,2.0,0.0,0.0,0.0,2.1658341660899616,1.0496524201576547,6.823626314228468,0.0,0.9957037368577153,1.1507242982542862,0.0,0.0,0.0,1.2859055966074362,0.0,0.0,0.0,0.0,,0.8164747024377598,0.0,0.0,1.5309889109347676,0.0,0.0,0.0,0.0,,,0.0,7.001221973567135,0.0,0.0,RB
4.375640269225554,2.257166357360446,0.0,0.0,0.0,0.0,0.0,35.01365306895886,2.0,0.0,0.0,0.0,3.8191825900829266,3.341500190095049,10.006002914790752,0.0,0.9679545742568256,1.135272681189079,0.0,0.0,0.0,1.232727318810921,0.0,0.0,0.0,0.0,2.1174559049221693,0.0,0.0,0.0,8.134409211878667,0.0,0.0,0.0,0.0,3.47636594054605,1.8195001900950492,0.0,8.346911049464143,0.0,0.0,RB
4.217132165337156,2.7306067614255642,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,2.456278638001742,1.1439360652972341,8.674254225890976,0.0,0.9824032014045146,1.1592281140850693,0.0,0.0,0.0,1.1057129569100677,0.0,0.0,0.0,0.0,1.8777676833708354,0.12673817217463945,0.0,0.0,1.6139385681461855,,0.0,0.0,1.0,3.0184377182986135,2.482041315674674,0.0,6.733871234053131,0.0,0.0,RB
4.200675484884935,3.3904740986156883,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,-1.0444424801029344,2.7122227026483365,1.311219014178374,8.70715287754136,3.0,1.06373208266451,1.1452745309991912,0.0,0.0,0.0,1.1748868044408503,0.0,0.0,0.0,0.0,1.8856471859951478,-0.05865965004632687,0.0,9.3385406040997,1.8975567566208416,0.0,0.0,0.0,0.0,3.414823592997574,4.057096279761784,0.0,7.65212273441659,0.0,0.0,RB
5.1769349993187985,3.317177697491542,0.0,0.0,0.0,0.0,0.0,29.858078681627727,2.0,4.0,0.0,-0.6921430032861307,3.7148838426367448,2.902960324143456,10.365674489561252,1.0,,1.145,0.0,0.0,0.0,1.1818867128431219,0.0,0.0,0.0,0.0,,0.0,0.0,10.514561202404375,6.737974675175343,0.0,0.0,0.0,0.0,3.7337379691442365,,0.0,8.525905283189546,0.0,0.0,RB
4.4330816180934365,3.728625209728898,0.0,,0.0,0.0,0.0,31.389782343614723,3.0,3.0,0.0,-0.38218803194985274,3.0084238202651523,1.8853500609686142,9.180403261794735,3.0,1.0287079807341268,1.1427007255212842,0.0,0.0,0.0,1.1328833130104619,0.0,0.0,0.0,0.0,2.017431075477995,-0.047700121937228404,0.0,10.223746067550508,2.6969637239357866,,0.0,0.0,0.0,3.453525996829005,,0.0,7.753562876477274,0.0,0.0,RB
4.1895864120530595,3.4694053496935453,0.0,0.0,0.0,0.0,0.0,32.41231406368664,2.0,1.0,0.0,0.0,4.143585337373532,3.7115689291100695,10.170944484454242,1.0,0.9675890200909809,1.14,0.0,0.0,0.0,1.2056988191811717,0.0,0.0,0.0,0.0,2.035003066716787,0.0,0.0,0.0,8.916417414699662,0.0,0.0,0.0,0.0,3.461893726305462,1.7362698976502968,0.0,8.535535037903617,0.0,0.0,RB
4.433504589372707,3.214372406343512,0.0,0.0,0.0,0.0,2.0,45.5981362987306,0.0,2.0,0.0,0.007421557591501954,2.9467763558476725,1.202018637012694,9.23555813584397,4.0,1.035178581411495,1.1137546592531735,0.0,0.0,0.0,1.2953866481329337,1.0,0.0,0.0,0.0,2.1545760778416785,-0.08131988879760234,0.0,9.827422947621471,1.5059976354331803,0.0,0.0,0.0,0.0,3.6688959666392806,2.8564659253173486,0.0,8.009973574271863,0.0,0.0,RB
3.7638543841808545,2.7752542927649984,0.0,0.0,0.0,0.0,0.0,37.84985438418085,,1.0,2.0,0.0,2.5296181639096402,1.0710204399887135,8.038087745909719,0.0,1.0158483982259894,1.129300291231638,0.0,0.0,0.0,1.2240962139887024,1.0,0.0,0.0,0.0,1.8048222411525763,-0.458134020327647,0.0,0.0,1.6331807249378398,0.0,0.0,2.0,2.0,3.3450846184972036,3.208571297977348,1.0,7.327828119559375,0.0,0.0,RB
4.528706613563972,3.8448620426561755,0.0,,0.0,0.0,0.0,32.475619806228984,2.0,4.0,0.0,-0.15673971584675928,4.115376004291272,3.3670247233232957,10.541714854671737,8.0,0.9814876038754203,1.1402438019377101,0.0,0.0,0.0,1.1830247922491592,0.0,0.0,0.0,0.0,2.1324380193771018,0.0,0.0,23.67388840041585,9.209280542293337,0.0,0.0,0.0,0.0,3.3966570290656524,2.102578531764292,0.0,8.674958656609446,0.0,,RB
4.730145396913429,3.218724417537996,0.0,0.0,0.0,0.0,3.0,41.17527734952128,0.0,1.0,2.0,-0.018237124405784823,3.22988707642779,1.1279839466099046,9.736582396255049,6.0,1.0173118066261968,1.124720483434508,0.0,0.0,0.0,1.2296669972939496,1.0,0.0,0.0,0.0,,-0.02559231507353764,0.0,10.321568143348138,1.346241275213694,0.0,2.0,0.0,1.0,3.6679546321947463,2.6363349864697483,1.0,8.175961758648201,0.0,,RB
4.646186954670312,3.67150880277484,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.05714544680312054,3.1126648029468638,1.9055908510234039,9.526246590159346,7.0,1.0071810249749984,1.1317952562437497,0.0,0.0,0.0,1.2098782719781316,,0.0,0.0,0.0,2.118196018481233,0.0412403219281283,0.0,10.565003134115608,2.783095213660913,0.0,0.0,0.0,0.0,,,0.0,8.00313079183279,0.0,0.0,RB
4.881486250354828,2.526113923666153,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.614145841993984,3.660243140228534,0.7384037825860329,10.327004232975609,2.0,1.016575052535917,1.1052600420287337,0.0,0.0,0.0,1.2694651155790178,2.0,0.0,0.0,0.0,2.30899576702439,0.0003150105071834246,0.0,11.294389072529238,2.8874377366976334,0.0,0.0,0.0,0.0,3.787346712670898,2.602610987675242,0.0,8.745154338047445,0.0,0.0,RB
4.559867261260293,2.8775166512415726,0.0,0.0,0.0,0.0,2.0,,,2.0,0.0,0.0,3.0182252587340783,1.138476146404493,9.439247993282759,4.0,0.9760801682790264,1.1256523853595506,0.0,0.0,0.0,1.2664333024831451,1.0,0.0,0.0,0.0,2.1584602440074887,0.03603732435767857,0.0,0.0,1.5391720319793953,0.0,0.0,0.0,1.0,3.5746634244868893,2.083335919219107,0.0,7.886824417338946,0.0,0.0,RB
4.628094679424745,3.9676983227032143,0.0,0.0,0.0,0.0,0.0,36.696269648422245,1.0,3.0,0.0,0.12683506719909138,3.0707753081742566,1.8053276659849264,9.450057375908967,7.0,1.0026860822133485,1.1312074607031555,0.0,0.0,0.0,1.2254203748701475,1.0,0.0,0.0,0.0,2.078191100311646,0.05401636039150961,0.0,10.50751963702765,2.6905770129366178,0.0,0.0,0.0,0.0,3.5247124788014528,2.801445900727174,0.0,7.941126529476686,0.0,0.0,RB
3.605729078877313,2.5258256807678316,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,2.4895565776189486,1.469941660670994,7.8898630294014644,0.0,1.0114099446319695,1.1723450025167286,0.0,0.0,0.0,1.0415951283531613,0.0,0.0,0.0,0.0,1.7350695117546413,-0.07260122779366585,0.0,0.0,2.2887610465892028,0.0,0.0,1.0,3.0,,2.994498741635673,1.0,6.632536285678425,0.0,0.0,RB
